"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Egypt, Arab Rep.","EGY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","438.1","453.5","468.9","484.3","499.7","515.1","530.5","545.9","561.3","576.7","592.1","598.53","604.96","611.39","617.82","624.25","630.68","637.11","643.54","649.97","656.4","621.96","587.52","553.08","518.64","484.2","449.8","449.8","449.8","449.8","449.8","",
"Euro area","EMU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813105.91","818981.329","910417.727","935535.726","941631.064","947726.403","953821.742","959917.08","966012.419","972107.757","978203.096","982131.839","986060.583","989989.326","993918.07","997846.813","1001775.556","1005704.3","1009633.043","1013561.787","1017490.53","1019686.45","1021882.37","1024078.29","1026274.21","1028470.13","1030071.2","1031881.2","1033420","1034958.4","1036486.8","",
"Eritrea","ERI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11405.8","11374.2","11342.6","11311","11279.4","11247.8","11216.2","11184.6","11153","11121.4","11089.8","11058.2","11026.6","10995","10963.4","10931.8","10900.2","10868.6","10837","10805.4","10773.8","10742.2","10710.6","10679","10647.4","10615.8","10584.2","10552.6","",
"Spain","ESP","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139046.6","142235.87","145425.14","148614.41","151803.68","154992.95","158182.22","161371.49","164560.76","167750.03","170939.3","172390.71","173842.12","175293.53","176744.94","178196.35","179647.76","181099.17","182550.58","184001.99","185453.4","185465.08","185476.76","185488.44","185500.12","185511.8","185552.4","185593","185635.9","185678.8","185721.7","",
"Estonia","EST","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22124.98","22157.97","22190.96","22223.95","22256.94","22289.93","22322.92","22355.91","22388.9","22486.03","22583.16","22680.29","22777.42","22874.55","22971.68","23068.81","23165.94","23263.07","23360.2","23530.18","23700.16","23870.14","24040.12","24210.1","24212.5","24384","24384","24384","24384","",
"Ethiopia","ETH","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204085.6","203324","202562.4","190395","189665","188935","188205","187475","186745","186015","185285","184555","183825","183095","182365","181635","180905","180175","179445","178715","177985","177255","176525","175795","175065","174335","173605","172875","172145","171415","170685","",
"European Union","EUU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1302989.31","1309332.159","1419805.987","1471744.226","1478349.864","1484955.503","1491561.142","1498166.78","1504772.419","1511378.057","1517983.696","1522798.639","1527613.583","1532428.526","1537243.47","1542058.413","1546873.356","1551688.3","1556503.243","1561318.187","1566133.13","1569420.23","1572707.33","1575994.43","1579281.53","1582568.63","1584695.302","1586843.084","1588671.1","1590497.5","1592313.8","",
"Fragile and conflict affected situations","FCS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5338750","5314907.016","5383546.233","5359209.449","5334872.665","5310535.881","5286199.098","5261862.314","5237525.53","5213188.746","5188851.963","5166794.742","5144737.521","5122680.3","5100623.079","5078565.858","5056508.637","5034451.416","5012394.195","4990336.974","4968279.753","4942416.744","4916553.735","4890690.726","4864827.718","4838964.709","4812074.579","4786270.3","4761089.18","4735421.3","4710397.2","",
"Finland","FIN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218753.3","219323.61","219893.92","220464.23","221034.54","221604.85","222175.16","222745.47","223315.78","223886.09","224456.4","224252.76","224049.12","223845.48","223641.84","223438.2","223234.56","223030.92","222827.28","222623.64","222420","222754","223088","223422","223756","224090","224090","224090","224090","224090","224090","",
"Fiji","FJI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9396.9","9463.68","9530.46","9597.24","9664.02","9730.8","9797.58","9864.36","9931.14","9997.92","10064.7","10131.47","10198.24","10265.01","10331.78","10398.55","10465.32","10532.09","10598.86","10665.63","10732.4","10799.16","10865.92","10932.68","10999.44","11066.2","11133","11199.8","11266.6","11333.4","11400.2","",
"France","FRA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144360","145212","146064","146916","147768","148620","149472","150324","151176","152028","152880","154011","155142","156273","157404","158535","159666","160797","161928","163059","164190","165024","165858","166692","167526","168360","169194","170028","170862","171696","172530","",
"Faroe Islands","FRO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","",
"Micronesia, Fed. Sts.","FSM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","636.08","636.36","636.64","636.92","637.2","637.48","637.76","638.04","638.32","638.6","638.87","639.14","639.41","639.68","639.95","640.22","640.49","640.76","641.03","641.3","641.58","641.86","642.14","642.42","642.7","643","643.3","643.6","643.9","644.2","",
"Gabon","GAB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237616.2","237554.58","237492.96","237431.34","237369.72","237308.1","237246.48","237184.86","237123.24","237061.62","237000","236949.41","236898.82","236848.23","236797.64","236747.05","236696.46","236645.87","236595.28","236544.69","236494.1","236375.28","236256.46","236137.64","236018.82","235900","235781.2","235662.4","235543.6","235424.8","235306","",
"United Kingdom","GBR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27780","27956","28132","28308","28484","28660","28836","29012","29188","29364","29540","29645","29750","29855","29960","30065","30170","30275","30380","30485","30590","30782","30974","31166","31358","31550","31590","31640","31730","31820","31900","",
"Georgia","GEO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27539.6","27547.9","27556.2","27564.5","27572.8","27581.1","27589.4","27597.7","27606","27667.8","27729.6","27791.4","27853.2","27915","27976.8","28038.6","28100.4","28162.2","28224","28224","28224","28224","28224","28224","28224","28224","28224","28224","28224","",
"Ghana","GHA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99242.6","98166.95","97091.3","96015.65","94940","93864.35","92788.7","91713.05","90637.4","89561.75","88486.1","87580.42","86674.74","85769.06","84863.38","83957.7","83052.02","82146.34","81240.66","80334.98","79429.3","79304.32","79179.34","79054.36","78929.38","78804.4","79222.4","79640.4","79712.6","79784.8","79857.1","",
"Gibraltar","GIB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Guinea","GIN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72760","72413","72066","71719","71372","71025","70678","70331","69984","69637","69290","68930","68570","68210","67850","67490","67130","66770","66410","66050","65690","65330","64970","64610","64250","63890","63490","63090","62690","62290","61890","",
"Gambia, The","GMB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4146.6","4089.27","4031.94","3974.61","3917.28","3859.95","3802.62","3745.29","3687.96","3630.63","3573.3","3515.97","3458.64","3401.31","3343.98","3286.65","3229.32","3171.99","3114.66","3057.33","3000","2942.68","2885.36","2828.04","2770.72","2713.4","2656","2598.7","2541.4","2484","2426.7","",
"Guinea-Bissau","GNB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22333.3","22248.85","22164.4","22079.95","21995.5","21911.05","21826.6","21742.15","21657.7","21573.25","21488.8","21404.35","21319.9","21235.45","21151","21066.55","20982.1","20897.65","20813.2","20728.75","20644.3","20559.86","20475.42","20390.98","20306.54","20222.1","20137.7","20053.3","19968.9","19884.5","19800.1","",
"Equatorial Guinea","GNQ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26991.5","26907.93","26824.36","26740.79","26657.22","26573.65","26490.08","26406.51","26322.94","26239.37","26155.8","26072.23","25988.66","25905.09","25821.52","25737.95","25654.38","25570.81","25487.24","25403.67","25320.1","25236.52","25152.94","25069.36","24985.78","24902.2","24818.6","24735","24651.4","24567.8","24484.2","",
"Greece","GRC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32985.51","33287.189","33588.867","33890.546","34192.224","34493.903","34795.582","35097.26","35398.939","35700.617","36002.296","36303.869","36605.443","36907.016","37208.59","37510.163","37811.736","38113.31","38414.883","38716.457","39018.03","39018.03","39018.03","39018.03","39018.03","39018.03","39018","39018","39018","39018","39018","",
"Grenada","GRD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","177","",
"Greenland","GRL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","",
"Guatemala","GTM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47812","47240","46668","46096","45524","44952","44380","43808","43236","42664","42092","41605.4","41118.8","40632.2","40145.6","39659","39172.4","38685.8","38199.2","37712.6","37226","36952.4","36678.8","36405.2","36131.6","35858","35742","35626","35510","35394","35278","",
"Guam","GUM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","242","244","246","248","250","280","280","280","280","280","",
"Guyana","GUY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186021.5","185983.57","185945.64","185907.71","185869.78","185831.85","185793.92","185755.99","185718.06","185680.13","185642.2","185597.79","185553.38","185508.97","185464.56","185420.15","185375.74","185331.33","185286.92","185242.51","185198.1","185081.2","184964.3","184847.4","184730.5","184613.6","184521.6","184429.5","184337.5","184245.4","184153.4","",
"High income","HIC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9931843.479","9938720.725","10049392.849","10101529.385","10108333.319","10115137.255","10121941.191","10128745.125","10135549.061","10142352.995","10149156.931","10157398.219","10165639.509","10173880.799","10182122.089","10190363.378","10198604.667","10206845.957","10215087.247","10223328.537","10231569.826","10246305.09","10261023.553","10275742.017","10290460.48","10305178.944","10317365.457","10317219.084","10319900.3","10322761.5","10325771.6","",
"Hong Kong SAR, China","HKG","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69877.8","69668.29","69458.78","69249.27","69039.76","68830.25","68620.74","68411.23","68201.72","67992.21","67782.7","67579.9","67377.1","67174.3","66971.5","66768.7","66565.9","66363.1","66160.3","65957.5","65754.7","65531.42","65308.14","65084.86","64861.58","64638.3","64430.5","64221.1","64011.6","63802.1","63592.6","",
"Heavily indebted poor countries (HIPC)","HPC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6241141.5","6210369.914","6179598.328","6148826.742","6118055.156","6087283.57","6056511.984","6025740.398","5994968.812","5964197.226","5933425.64","5905754.396","5878083.152","5850411.908","5822740.664","5795069.42","5767398.176","5739726.932","5712055.688","5684384.444","5656713.2","5624793.96","5521304.72","5489385.48","5457466.24","5425547","5391094.3","5357638.9","5324413.28","5290657.1","5257492.2","",
"Croatia","HRV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18570","18605","18640","18675","18710","18745","18780","18815","18850","18885","18920","18955","18990","19025","19060","19095","19130","19165","19200","19204","19208","19212","19216","19220","19241.202","19316.084","19341.1","19366.1","19391.1","",
"Haiti","HTI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3829.2","3826.93","3824.66","3822.39","3820.12","3817.85","3815.58","3813.31","3811.04","3808.77","3806.5","3804.23","3801.96","3799.69","3797.42","3795.15","3792.88","3790.61","3788.34","3786.07","3783.8","3752.74","3721.68","3690.62","3659.56","3628.5","3597.4","3566.3","3535.2","3504.1","3473","",
"Hungary","HUN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18139","18246.27","18353.54","18460.81","18568.08","18675.35","18782.62","18889.89","18997.16","19104.43","19211.7","19336.92","19462.14","19587.36","19712.58","19837.8","19963.02","20088.24","20213.46","20338.68","20463.9","20492.76","20521.62","20550.48","20579.34","20608.2","20587.3","20572.7","20559.2","20544.7","20530.1","",
"IBRD only","IBD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16572862.769","16522976.626","24901116.473","24851941.001","24802765.529","24753590.058","24704414.586","24655239.114","24606063.642","24556888.17","24507712.698","24480574.933","24453437.166","24426299.401","24399161.635","24372023.87","24378470.104","24351786.338","24325102.573","24298418.806","24271735.041","24253670.955","24235606.867","24217542.78","24199478.694","24181414.607","24176884.724","24147934.957","24136296.662","24123028.5","24110892.6","",
"IDA & IBRD total","IBT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23936882.369","23900829.374","32285507.134","32201473.078","32117439.022","32033404.968","31949370.914","31865336.858","31781302.802","31697268.747","31613234.692","31554171.615","31495108.536","31436045.459","31376982.381","31317919.304","31292440.226","31233831.148","31175222.071","31116612.991","31058003.914","31001079.655","30944155.394","30887231.134","30830306.876","30773382.616","30730056.403","30663489.759","30614171.742","30562216","30511789.4","",
"IDA total","IDA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7364019.6","7377852.748","7384390.661","7349532.077","7314673.493","7279814.91","7244956.328","7210097.744","7175239.16","7140380.577","7105521.994","7073596.682","7041671.37","7009746.058","6977820.746","6945895.434","6913970.122","6882044.81","6850119.498","6818194.185","6786268.873","6747408.7","6708548.527","6669688.354","6630828.182","6591968.009","6553171.679","6515554.802","6477875.08","6439187.5","6400896.8","",
"IDA blend","IDB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1326057.2","1370942.266","1393724.717","1390601.373","1387478.03","1384354.687","1381231.345","1378108.002","1374984.658","1371861.315","1368737.973","1365409.411","1362080.849","1358752.287","1355423.725","1352095.163","1348766.601","1345438.039","1342109.477","1338780.915","1335452.353","1332314.904","1329177.455","1326040.006","1322902.558","1319765.109","1316722.779","1314043.36","1311097.8","1307859.6","1304621.4","",
"Indonesia","IDN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1185450","1168185","1150920","1133655","1116390","1099125","1081860","1064595","1047330","1030065","1012800","1011179.2","1009558.4","1007937.6","1006316.8","1004696","1003075.2","1001454.4","999833.6","998212.8","996592","987329.4","978066.8","968804.2","959541.6","950279","952718","939498","933442.7","927387.3","921332","",
"IDA only","IDX","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6037962.4","6006910.482","5990665.944","5958930.704","5927195.463","5895460.223","5863724.983","5831989.742","5800254.502","5768519.262","5736784.021","5708187.271","5679590.521","5650993.771","5622397.021","5593800.271","5565203.521","5536606.771","5508010.021","5479413.27","5450816.52","5415093.796","5379371.072","5343648.348","5307925.624","5272202.9","5236448.9","5201511.442","5166777.28","5131327.9","5096275.4","",
"Isle of Man","IMN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","",
"India","IND","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","639380","643033","646686","650339","653992","657645","661298","664951","668604","672257","675910","677815","679720","681625","683530","685435","687340","689245","691150","693055","694960","697624","700288","702952","705616","708280","710944","713608","716272","718936","721600","",
"Not classified","INX","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4616.4","4785.12","4953.84","5122.56","5291.28","5460","5628.72","5797.44","5966.16","6134.88","6303.6","6393.62","6483.64","6573.66","6663.68","6753.7","6843.72","6933.74","7023.76","7113.78","7203.8","7272.38","7340.96","7409.54","7478.12","7546.7","7623.5","7700.2","7740.2","7780.2","7820.2","",
"Iran, Islamic Rep.","IRN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90760.6","91010.2","91259.8","91509.4","91759","92008.6","92258.2","92507.8","92757.4","93007","93256.6","94622.92","95989.24","97355.56","98721.88","100088.2","101454.52","102820.84","104187.16","105553.48","106919.8","106919.8","106919.8","106919.8","106919.8","106919.8","107020.8","107105.9","107270.3","107434.7","107518.7","",
"Iraq","IRQ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8040","8054","8068","8082","8096","8110","8124","8138","8152","8166","8180","8187","8194","8201","8208","8215","8222","8229","8236","8243","8250","8250","8250","8250","8250","8250","8250","8250","8250","8250","8250","",
"Iceland","ISL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.7","183.46","196.22","208.98","221.74","234.5","247.26","260.02","272.78","285.54","298.3","313.14","327.98","342.82","357.66","372.5","387.34","402.18","417.02","431.86","446.7","453.68","460.66","467.64","474.62","481.6","486.6","493.8","500.4","506.9","513.5","",
"Israel","ISR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1320","1341","1362","1383","1404","1425","1446","1467","1488","1509","1530","1531","1532","1533","1534","1535","1536","1537","1538","1539","1540","1562","1584","1606","1628","1650","1400","1400","1400","1400","1400","",
"Italy","ITA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75897.5","76677","77456.5","78236","79015.5","79795","80574.5","81354","82133.5","82913","83692.5","84351.29","85010.08","85668.87","86327.66","86986.45","87645.24","88304.03","88962.82","89621.61","90280.4","90818.48","91356.56","91894.64","92432.72","92970.8","93508.9","94047","94585.1","95123.2","95661.3","",
"Jamaica","JAM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5212.8","5212.52","5212.24","5211.96","5211.68","5211.4","5211.12","5210.84","5210.56","5210.28","5210","5247.45","5284.9","5322.35","5359.8","5397.25","5434.7","5472.15","5509.6","5547.05","5584.5","5622.52","5660.54","5698.56","5736.58","5774.6","5813.4","5852.3","5891.2","5930","5968.9","",
"Jordan","JOR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","",
"Japan","JPN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249500","249426","249352","249278","249204","249130","249056","248982","248908","248834","248760","248850","248940","249030","249120","249210","249300","249390","249480","249570","249660","249616","249572","249528","249484","249440","249400","249350","249350","249350","249350","",
"Kazakhstan","KAZ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31611.81","31606.491","31601.172","31595.853","31590.534","31585.215","31579.896","31574.577","31569.258","31494.512","31419.765","31345.019","31270.273","31195.527","31120.78","31046.034","30971.288","30896.541","30821.795","31274.349","31726.902","32179.455","32632.009","33084.562","33377.1","33669.6","33962.012","34254.4","34546.8","",
"Kenya","KEN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38585.4","38688.05","38790.7","38893.35","38996","39098.65","39201.3","39303.95","39406.6","39509.25","39611.9","39267.05","38922.2","38577.35","38232.5","37887.65","37542.8","37197.95","36853.1","36508.25","36163.4","35975.54","35787.68","35599.82","35411.96","35224.1","35519.7","35815.3","36110.9","36110.9","36110.9","",
"Kyrgyz Republic","KGZ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11453.18","11497.658","11542.135","11586.613","11631.09","11675.567","11720.045","11764.523","11809","11857.78","11906.56","11955.34","12004.12","12052.9","12101.68","12150.46","12199.24","12248.02","12296.8","12341.06","12385.32","12429.58","12473.84","12518.1","12562.4","12606.642","12789","12971.4","13153.8","",
"Cambodia","KHM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110047.9","109824.11","109600.32","109376.53","109152.74","108928.95","108705.16","108481.37","108257.58","108033.79","107810","107618.23","107426.46","107234.69","107042.92","106851.15","106659.38","106467.61","106275.84","106084.07","105892.3","102407.48","98922.66","95437.84","91953.02","88468.2","86911.3","85354.4","83797.5","82240.6","80683.7","",
"Kiribati","KIR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","",
"St. Kitts and Nevis","KNA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","",
"Korea, Rep.","KOR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65510","65435","65360","65285","65210","65135","65060","64985","64910","64835","64760","64671","64582","64493","64404","64315","64226","64137","64048","63959","63870","63770","63670","63570","63470","63370","63250","63170","63070","62970","62870","",
"Kuwait","KWT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.5","35.9","37.3","38.7","40.1","41.5","42.9","44.3","45.7","47.1","48.5","49.9","51.3","52.7","54.1","55.5","56.9","58.3","59.7","61.1","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","",
"Latin America & Caribbean (excluding high income)","LAC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9961314.2","9908594.12","9855874.04","9803153.96","9750433.88","9697713.8","9644993.72","9592273.64","9539553.56","9486833.48","9434113.4","9379236.26","9324359.12","9269481.98","9214604.84","9159727.7","9104850.56","9049973.42","8995096.28","8940219.14","8885342","8856058.62","8826775.24","8797491.86","8768208.48","8738925.1","8709226.6","8674441.1","8650831.1","8625128.1","8600380","",
"Lao PDR","LAO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178430","178012","177594","177176","176758","176340","175922","175504","175086","174668","174250","173765.5","173281","172796.5","172312","171827.5","171343","170858.5","170374","169889.5","169405","169060","168715","168370","168025","167680","167335","166990","166645","166300","165955","",
"Lebanon","LBN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1397","1395.48","1393.96","1392.44","1390.92","1389.4","1387.88","1386.36","1384.84","1383.32","1381.8","1380.97","1380.14","1379.31","1378.48","1377.65","1376.82","1375.99","1375.16","1374.33","1373.5","1379.46","1385.42","1391.38","1397.34","1403.3","1409.3","1415.3","1421.3","1427.3","1433.3","",
"Liberia","LBR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85252.4","84949.8","84647.2","84344.6","84042","83739.4","83436.8","83134.2","82831.6","82529","82226.4","81923.8","81621.2","81318.6","81016","80713.4","80410.8","80108.2","79805.6","79503","79200.4","78897.8","78595.2","78292.6","77990","77687.4","77384.8","77082.2","76779.6","76477","76174.4","",
"Libya","LBY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","",
"St. Lucia","LCA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.7","212.44","212.18","211.92","211.66","211.4","211.14","210.88","210.62","210.36","210.1","209.86","209.62","209.38","209.14","208.9","208.66","208.42","208.18","207.94","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","",
"Latin America & Caribbean","LCN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10699608.5","10645088.61","10590568.72","10536048.83","10481528.94","10427009.05","10372489.16","10317969.27","10263449.38","10208929.49","10154409.6","10099097.92","10043786.24","9988474.56","9933162.88","9877851.2","9822539.52","9767227.84","9711916.16","9656604.48","9601292.8","9572388.48","9543467.36","9514546.24","9485625.12","9456704","9426994.8","9392385.2","9369198.6","9344163.7","9320331.1","",
